출처,포함여부,분류,서비스,이슈,가격언급,제목,근거,URL
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 스드메·패키지",,,스투디오사이 세미토탈 계약 후기,"제가 계약한 스튜디오는 스투디오사이 입니다. 따뜻한 느낌이라고 해서 기분 좋게 세미토탈로 계약했습니다. 스투디오사이 스튜디오는 많은 신부님들이 아시겠지만 요즘 인물 중심이면 여기가 아닌가 싶을 정도로 인기 있는 곳이기도 하고, 대부분 촬영 후기가 다 좋더라고요. 지인도 여기에서 찍었었는데 그 특유의 느낌이 정말 예뻐서 기대 중입니다. 인물…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=60
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업, 스드메·패키지","예상 밖 추가비용, 가격·견적 정보, 제휴·수수료 구조","20만원, 44만원",스튜디오 계약후기,"처음에 결직웨딩 알기 전 스드메 상담받을 때 드레스, 메이크업은 자체 진행하는데 스튜디오는 연계가능하다고 해서 몇군데 보여준 곳 중에서 선택하려고 했어요. / 스튜디오는 따로 해도 상관없다고 해서 알아봤는데 연계해줬을때 가격보다 여기가 좀더 저렴하더라고요! / ( 아쉬운 점은 드레스선택시 추가금액이 예상보다 조금 컸어요. / 3벌 선택하는…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=112
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 메이크업",선택 피로·정보 부족,,스튜디오촬영 준비 시작!!!,저희는 오래된 커플이라 예식은 안하고 촬영만 할거라 나름 촬영에대한 욕심도 있으면서도 귀찮기도 하고 막막하기도 하고 걱정도 되고 기대도 되고 암튼 복잡한 마음이 커서 고민하다가 카페도 가입해보고 사이트에 문의도 엄청 남겼어요.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=28
결직웨딩,포함,업체 선택 기준·후기,드레스,,,실크파 신부라면 로브드K 웨딩드레스 강력 추천해요,"로브드K 드레스를 선택한 이유는 워낙에 결혼 전부터 저는 실크, 실크만 외치던 1인이었어요. 실크 드레스 중에서도 아무것도 없는 심플 드레스가 너무 이뻐 보였구요. 그중에서도 로브드K는 실크 드레스별로 다 이뻤어요. 그냥 입을 때 아 이쁘다 이런 느낌이 많았던 것 같아요. 제가 딱 원하던 스타일 드레스들이 많이 있던 것 같아요. 실크 드레…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=93
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 드레스",,,아벨바이케이 드레스 선택한 이유,저는 아직 예식이 시간이 많이 남기도하고 스튜디오 촬영 대신에 제주스냅으로 진행할 예정이라 본식만 준비하면 되는 상황이었어요. 드레스에 대해 아무것도 모르고 마냥 어려워할때 내년에 결혼하는 아는 언니가 저한테 아벨바이케이가 잘어울릴 것 같다고 해서 그 뒤로 찾아보는데 너무 예쁘더라구요. 특히 저는 11월 예식이라 긴팔 드레스를 많이 보고…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=12
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 스드메·패키지",가격·견적 정보,,아우라 스튜디오 웨딩사진 로망해결 ><,결직웨딩에서 아우라 스튜디오 견적 상담 받고 계약까지 해결했숩당 >< 저는 예전부터 고풍스러우면서도 완전 공주스타일의 웨딩사진을 찍고 싶었는데요 요즘에는 자연스러운 웨딩사진이 추세라지만 저는 관종이기도 하공 또 이런 사진 웨딩사진 아니면 언제 찍어보겠나 생각이 들어서 과감하게 결정했어요^^ 특히 아우라 스튜디오의 씨그니처라고 할 수 있는…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=16
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 메이크업",,,아우어스튜디오 촬영했어요~,"깔끔한 스타일에 고급스럽게 찍고 싶어서 문의드렸는데 아우어스튜디오 추천해주셔서 계약했는데 넘나 촬영 잘 하고왔어요~ 분위기도 너무 좋았고 헤어메이크업샵도 스튜디오아니고 조이178에서 받았는데 거기도 좋았어요, 여러모로 전문화되어있다는 느낌이었고 무엇보다도 어마어마하게 디테일한 내용으로 촬영 안내해주신 이사님 감사합니다, 좋은 금액으로 아주…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=31
결직웨딩,포함,핵심 불편·문제,"웨딩홀, 스튜디오·촬영, 메이크업",가격·견적 정보,,언아더데이 본식 스냅 계약 후기 공유해요!,본식 스냅을 가성비로 갈지 고민했는데 그래도 사진에는 투자하기로 마음을 먹었어요. / 구성이랑 가격대가 좋아서 언아더데이로 결과물이 너무 좋아서 맘을 선택했습니다. / 언아더데이로 원픽이었는데 가격대가 좀 있는 것 같아서 다른 본식스냅업체들 연락했는데 이미 예약이 다 찼더라고요. / 저는 빠르게 견적 받아보고 진행할 수 있었답니다.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=59
결직웨딩,포함,핵심 불편·문제,"웨딩홀, 드레스",서비스 불편·품질 문제,,엔조최재훈 드레스 투어 후기,"최재훈은 드레스를 피팅룸 밖에 걸어두고 직접 고를 수 있어 좋았는데, 모니카는 그런 점이 좀 아쉬웠어요.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=66
결직웨딩,포함,업체 선택 기준·후기,드레스,,,엔조최재훈 선택한 이유,"제가 선택한 드레스는 정말 화려하고 고급스러움의 끝판왕 엔조최재훈 입니다. 아직 드레스투어 전 이긴 하지만, 엔조최재훈 을 비롯한 로즈로사 시작바이 드투 예정인데 왠지 투어 하고나서도 저는 엔조최재훈 일 것 같아요! 일단 제가 엔조최재훈 을 선택한 이유는 처음 추자현씨가 결혼식날 입은 드레스를 보았을 때 정말.... 그 드레스가 잊혀지지…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=52
결직웨딩,포함,핵심 불편·문제,드레스,가격·견적 정보,,역시 직거래라 그런지 가성비 최고!,역시 직거래라 그런지 가성비 최고! / 가성비 좋은데 찾고 싶어서 찾아보다 발견해서 문의드렸는데 빠르게 답변주셔서 원하는 날짜에 촬영일정 잡고 드레스 투어는 안하고 지정으로 드레스는 보기로했어요 일정이 타이트 해서 걱정했는데 알맞게 잘 짜주신것 같아서 너무 홀가분해요~ 감사합니다~ 번창하세요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=29
결직웨딩,포함,업체 선택 기준·후기,스튜디오·촬영,,,온뜰에피움 스튜디오 계약후기,"결혼준비를 하면서 정말 많은것들이 좋았지만! 그중 가장 선택 잘했다고 생각하는건 뭐니뭐니해도 스튜디오였요. 사진찍을때 표정도 너무 어색하고 민망하고 그런데 사진찍는건 또 좋아하고, 사진이 못나와도 그냥 좋아해요, 그런데 웨딩사진은 진짜 누가봐도 이쁘게 찍고싶어서 정말 많이 알아봤어요! 그럴때 딱 추천받은 온뜰에피움 스튜디오! 직거래웨딩 계…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=53
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 스드메·패키지",,,온뜰에피움 웨딩촬영 후기,"다른사람들의 모바일 청첩장을 볼 때마다 웨딩사진이 은근히 중요하구나 하고 생각했었어요. 그러던 중 친구의 결혼소식을 들었고 모바일 청첩장을 보는 순간 '이거다' 싶은 사진이 있었죠. 그렇게 제가 결혼을 하게 되었고, 스드메를 정하면서 이러한 배경이 있었으면 좋겠다 했더니 온뜰에피움 스튜디오를 추천해주셨습니다. 그렇게 저는 온뜰에피움 스튜디…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=42
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업, 스드메·패키지","가격·견적 정보, 제휴·수수료 구조, 일정·예약 관리",110만원,우연히 알게된 결직웨딩 후기!(글렌하우스/ 아벨바이케이/ 김청경),"도 없고 같은 업체견적도 결직이 저렴해서 여기서 진행하게되었네요~ 스드메 진행하고 본식만 앞두고 있는데 저렴해서 케어나 서비스가 아쉽지 않을까 걱정했지만 괜한 시간낭비였네요! / 오히려 바쁜일정에 대표님이 딱딱 시원하게 저희의 리즈를 파악해서 가성비있게 진행되었서 넘 좋았고, 헬퍼이모님, 글렌하우스 스튜디오, 김청경 드레스 샾 (동행) ,…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=114
결직웨딩,포함,업체 선택 기준·후기,스튜디오·촬영,,,원규 스튜디오를 선택한 이유,"원규 스튜디오를 제가 선택한 이유는 이번 뉴샘플 때문입니다. 웨딩스튜디오 엄청 고민많이 했는데 특히 인물중심으로 할지 배경중심으로 할지 고민이 많았어요, 그러다 처음엔 인물중심으로 골랐다가 결국 제 취향인 배경중심으로 고르게 되었어요, 그러다 보니 여러 배경중심 웨딩 스튜디오를 찾아보게됬는데 그때 발견한 원규스튜디오 보자마자 한눈에 반했습…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=54
결직웨딩,포함,업체 선택 기준·후기,스튜디오·촬영,,,원규스튜디오 웨딩촬영 후기 남겨요,"저희는 원규스튜디오에서 사진촬영을 하였는데요, 계약 당시 원규 이벤트가 있는 부분도 잘 알려주셔서 선택하기가 좋았어요. 원규 작가님 사진 찍는 게 얼마나 열정적이시던지 직접 포즈 손동작 하나하나 다 봐주시고 소품 위치 같은 것도 수시로 바꿔주시는 게 촬영하시는 데 신경을 많이 쓰시는 걸 느낄 수 있었어요. 저희가 이날 샌드위치며 커피며 친…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=43
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 예물·혼수","예상 밖 추가비용, 가격·견적 정보",,원세컨드스튜디오 진짜 완전 추천해요!!,자체 헬퍼보유로 헬퍼비 또한 기존 드레스샵의 절반 수준만 받습니다. / 캐주얼과 한복 전부 준비되어 있고 대여비는 말도 못하게 저렴합니다. / 심지어 추가금까지도 다른 스튜디오에 비하면 정말 저렴합니다.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=44
결직웨딩,포함,핵심 불편·문제,웨딩홀,"예상 밖 추가비용, 가격·견적 정보",,웨딩홀견적 받아보고 결정한 마리아쥬스퀘어 웨딩홀,"웨딩홀견적 받아보고 결정한 마리아쥬스퀘어 웨딩홀 제가 진짜 웨딩홀 견적 엄청 받았거든요, 사실 마리아쥬 스퀘어 웨딩홀 전에도 인기 있는 웨딩홀 하나 예약하긴 했었는데...하나뿐인 결혼식 교통대란 일어나는게 sjan 싫어서 ㅠ 교통 편리하고 밥 괜찮은데로 알아봤거든요. / 재즈 공연하는걸 직접 봤는데요, 저희 추가 비용 내고라도 꼭 하기로…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=57
결직웨딩,포함,업체 선택 기준·후기,스튜디오·촬영,,,위뜨스튜디오 웨딩촬영 후기 남겨요,오늘 위뜨스튜디오 촬영본 셀렉 다녀왔는데요~ 업체에서 엄청 빨리 해주셔서 너무 감사했어요. 5시간 동안 쉬지 않고 찍었으니 뭐 이정도는 당연한 건가요. 500장정도 넘게 있더라구요. 저희는 사진 빨리 받고 싶어서 위뜨스튜디오 연락 받자마자 바로 셀렉하러 다녀왔어요! 사진 고르는데 거의 2시간 정도 걸렸어요. 저희가 사진 충분히 보고 고를…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=13
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 드레스",,,위뜨스튜디오 촬영후기 남겨요,제가 위뜨 스튜디오를 선택한 이유는 한옥 샷. 저는 한옥에서 꼭 사진을 찍고 싶은 로망이 있었는데요. 위뜨 스튜디오의 화보를 보고 딱 여기다 싶더라고요. 배경과 인물 중심 사진이 적절히 섞여 있는 것도 마음에 들었네요. 드레스 플라이 샷도 깔끔하니 너무 예쁠 것 같아서 서택했어요. 초반 상담받을 때 스튜디오 화보들이 많았는데 토너먼트로 위…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=40
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 드레스",,,이브로제 스튜디오계약했어요~,너무 찍고 싶던 이브로제 스튜디오 좋은금액으로 진행한것 같아요 기분이 엄청 좋아요. 기대도 되구요~ 이사님덕분에 빠르게 헤어변형도 예약하고 기대하고 있습니다~ 이제 드레스잘 고를일만 남았네요~~ 예쁜 드레스샵도 추천해주셔서 너무 신나요~~ 어쩜 제 맘을 딱 아는것 처럼 제 취향대로 잘 추천해주셨어요~~ 직거래웨딩이라 피드백도 빠르고 샵이랑…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=48
결직웨딩,포함,업체 선택 기준·후기,스튜디오·촬영,,,인물중심 토탈웨딩촬영스튜디오 모스트스튜디오 후기,"최종 결정까지 많이 고민한 스튜디오 중 하나예요. 인물 위주의 스튜디오고, 정말 인물 위주로 나와 신랑을 돋보이게 촬영하고 싶다면 모스트스튜디오는 정말 좋은 선택이 되실 것 같아요. 깔끔한 화이트, 블랙 배경이 많아요. 엄청 모던하고 심플한 촬영을 할 수 있어요. 나중에 봐도 촌스럽지 않은 사진을 남길 수 있을 것 같은 스튜디오예요. 모스…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=38
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업, 스드메·패키지, 예물·혼수","예상 밖 추가비용, 가격·견적 정보, 일정·예약 관리, 서비스 불편·품질 문제, 선택 피로·정보 부족","25만원, 30만원",인터넷 검색으로 알게된 결직웨딩 덕분에 플래너없이 결혼식 잘 마쳤습니다 ^^,예물: 신랑이 해외에 나가게 되면서 급하게 한 결혼이라 플래너 끼지 않고 후다닥 준비했고 결혼식은 너무 비싸지 않게 하자는 저의 나름의 신조?가 있어서 인터넷으로 직접가성비 드레스 메이크업을 검색했는데 우연히 들어오게 된 결직 사이트에서 세트로 판매하여 문의내용 남겼다가 계약까지 하게 됐어요 문의 내용 남기고 당일 바로 연락오셔서 가격 안…,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=116
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 스드메·패키지",예상 밖 추가비용,,제이스포사 결직웨딩 드메패키지 계약후기,하나하나 보는데 다 너무 예쁘다 했지만 전 추가금 안드는 범위에서만 보여달라고 할거라 전시품 구경하듯 봤어요.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=4
결직웨딩,포함,업체 선택 기준·후기,드레스,,,제이스포사 촬영드레스 셀렉후기,"제이스포사 웨딩드레스 투어 후기입니다. 일단 너무 친절하십니다. 보통 드레스 투어 때는 예쁘고 상태 좋은 드레스로만 보여주고 촬영 가봉 드레스는 별로 안 좋고 투어 때보다 안 예쁘다고 하시는 분들이 많았는데, 저는 입어본 여섯 벌 모두 투어 때보다 예뻤고 안 예쁜 드레스가 없었어요. 상태도 투어 때나 가봉이나 최고였습니다. 다 너무 예뻐서…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=36
결직웨딩,포함,핵심 불편·문제,드레스,"예상 밖 추가비용, 일정·예약 관리, 서비스 불편·품질 문제",5만원,쥬빌리브라이드 / 아뜰리에 로리에 드레스 투어 후기,"쥬빌리브라이드 / 아뜰리에 로리에 드레스 투어 후기 저랑 비슷한 취향의 예신님들이 많으신지 쥬빌리브라이드,아뜰리에로리에 이렇게 투어 가시는 분들이 많으시더라구요, 여기에 +로 비비드블랑,우아르,셀렉션h 등등도 함께 가시는 분들도 많으신듯 합니다 🙂 드레스피팅비는 모두 5만원이고요~ 드레스 투어땐 사진을 못찍어서 이게 너무 아쉬웠지만 같이간…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=25
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 드레스, 메이크업",가격·견적 정보,,직거래웨딩 토탈웨딩 패키지 계약후기,"가성비 좋은 토탈웨딩 패키지로 스튜디오부터 드레스, 메이크업까지 한 번에 해결했어요. / 토탈웨딩 패키지가 이렇게 다양한데 가격도 저렴한 것에 한번 놀라고, 패키지가 알찬 구성이라 두 번 놀라고, 하나씩 진행할 때마다 우리 특징을 잘 맞춰서 이끌어주시는 그 센스에 매번 놀라는 일 투성이에요.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=34
결직웨딩,포함,핵심 불편·문제,,가격·견적 정보,,쿨하게 계약했어요,쿨하게 계약했어요 최대한 가성비있게하고싶고 아무것도몰라서 계속여쭤봤는데 친절하게대답해주시고 금액이나 구성도 만족스러워서 바로 계약했어요 빨리 촬영하고 끝내고싶긴한데 생각하니설레이고 그러네요?,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=47
결직웨딩,포함,업체 선택 기준·후기,드레스,,,클라라웨딩 드레스 후기 ♥,"결혼준비 하기 전부터 아니 어쩌면 정말 어렸을 때 부터 환상이 있었던 비즈드레스!! 그리고 결혼식 준비하면서 무조건 화려함 블링블링 공주님!! 드레스 찾으시는 분들 많으시죠!? 저도 역시나 그런 스타일이였습니다 ㅋㅋ 무조건 화려함,블링블링 풍성 드레스를 찾던 저에게 거대한 만족감을 알려준 클라라 웨딩 드레스 ♥ 단순히 화려한것만이 아닌 고…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=23
결직웨딩,포함,핵심 불편·문제,"드레스, 메이크업",서비스 불편·품질 문제,,클라라웨딩 촬영드레스 피팅후기,여기만 아쉬운게 아니라 모든 드레스샵이 몇벌 입을 수있는지 골라야하는데 그부분에 있어서 마음에 안들어도 골라주신 스타일대로 입어봐야하는게 좀 아쉬웠어요.,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=8
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 스드메·패키지",가격·견적 정보,,페레스튜디오 계약후기,"제일 맘에 들었던 배경은 해변에서 찍은듯한 느낌의 배경이였는데 실내에서도 이렇게 모래가 있고 바다같은 느낌을 낼 수 있다는게 제주도 같기도 하고 정말 좋았어요, 요즘에 강원도나 제주도에 웨딩촬영이 제철이라고 하던데 굳이 멀리가지 않아도 이렇게 동선 좋고 가성비 좋게 바닷가에서 촬영하는듯한 사진을 찍을 수 있어서 좋은것같네요.",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=24
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 예물·혼수",,,플로우스튜디오 계약후기,"인물 위주로 깔끔한 배경이 특징인 플로우 스튜디오 인데요, 원래는 푸릇푸릇하고 생기발랄한 배경 맛집 스튜디오를 하려다가 나중에 봤을 때 깔끔한 인물 중심 스튜디오가 유행도 안 타고 보기 좋을 것 같더라고요. 그래서 전체적으로 깔끔한 배경이 많은 플로우 스튜디오로 결정했습니다. 특히 배경 위주인 샵들은 베일 샷이라든지 약간 신부의 고급미,…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=39
결직웨딩,포함,업체 선택 기준·후기,"웨딩홀, 드레스, 예물·혼수",,,하우스오브에이미 드레스로 골랐어요,"웨딩홀은 이미 계약해서 하우스오브에이미 드레스투어 다녀왔어요! 11월 초 예식 앞두고, 너무나 반했던 화려한 비즈드레스를 먼저 입어봤는데요. 럭셔리하면서 저한테 어울리시는 스타일이었어요! 두번째 입어봤던 드레스와 다르게 깔끔한 분위기지만, 스커트레이스가 남다른 퀄리티라서 어디서 보지 못할 만한 특별한 디자인이었어요. ​ 화려한 비즈베일을…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=75
결직웨딩,포함,핵심 불편·문제,"스튜디오·촬영, 스드메·패키지",가격·견적 정보,,해밀스튜디오 계약한 후기,"해밀 스튜디오는 감성 스튜디오인데 딱 제가 좋아하는 포근하면서도 감성 있고, 인스타 감성의 그런 스튜디오더라고요, 제가 좋아하는 감성 웨딩스튜디오 후보가 몇개 있었고 예랑이보고 고르라고 했는데 예랑이도 해밀 스튜디오를 골라서 여기로 결정했어요 🙂 맘에 들었으니 계약을 얼른 해야 원하는 날짜에 촬영할 수 있을텐데 제가 아무것도 몰랐던터라..…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=17
결직웨딩,포함,업체 선택 기준·후기,"스튜디오·촬영, 드레스",,,황정아 웨딩드레스 계약후기 공유할게요,"오프숄더, 튜브탑 디자인 슬림라인으로 할지 풍성라인으로 할지는 고민이 많이 되었고, 본식은 실크로 해야지 하고 마음먹었어요. 스튜디오는 실크가 아닌 걸로 입자! 해서 살짝 반짝이는(스팽글 과한 건 또 싫어서요) 풍성 1개, 모두 가져간다는 튜브탑 실크 슬림 1개, 좀 특이한 레이스 슬림 1개 이렇게 했어요. 알고 보니 저랑 친한 친구들도…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=67
결직웨딩,포함,업체 선택 기준·후기,"드레스, 스드메·패키지",,,황정아웨딩 드메패키지로 계약하고 가봉끝냈어요,"결직웨딩에서 드메패키지 계약하고 가봉까지 끝내고 온 후기 공유해요. 본식 드레스는 무조건 실크를 입고 싶었어요. 실크 중에서도 미카도 실크요! 고급스럽고 단아한 느낌이 나서 좋고, 나중에 봐도 실크 드레스는 촌스럽지 않은 것 같아요. 황정아웨딩은 워낙에 실크로 유명하기도 하고 드레스 투어 때도 입어본 모든 드레스가 다 마음에 들었어요. 저…",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=62
결직웨딩,제외,분석 제외,,,,시작바이이명순 드디어갑니다,웨딩 준비 서비스나 이슈를 확인하기 어려움,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=49
